id,cost
360570,111.4552
360571,99.013176
360572,106.61664
360573,95.91827
360574,95.850845
360575,102.08722
360576,93.9887
360577,85.239944
360578,91.366455
360579,88.70719
360580,82.67217
360581,103.26222
360582,98.51643
360583,103.54874
360584,87.39163
360585,71.7979
360586,108.61955
360587,71.84692
360588,98.85331
360589,71.089096
360590,104.06931
360591,100.777664
360592,109.9819
360593,81.883865
360594,103.019775
360595,134.59258
360596,103.31877
360597,108.79024
360598,85.632324
360599,97.40297
360600,83.56899
360601,91.16176
360602,103.239914
360603,102.7622
360604,106.99324
360605,94.10341
360606,95.36313
360607,132.734
360608,105.58813
360609,67.84566
360610,100.39862
360611,94.60835
360612,108.3952
360613,95.45906
360614,82.71638
360615,115.61365
360616,112.75909
360617,120.50382
360618,115.91343
360619,92.56437
360620,111.83373
360621,100.167404
360622,105.61635
360623,103.13895
360624,122.72661
360625,93.36737
360626,86.99837
360627,87.49523
360628,92.82864
360629,82.043434
360630,106.79556
360631,89.62466
360632,112.28713
360633,116.1084
360634,126.51083
360635,91.799866
360636,84.263916
360637,73.81203
360638,108.54117
360639,95.86765
360640,90.43942
360641,97.02402
360642,101.22859
360643,76.35577
360644,95.01453
360645,91.085556
360646,109.78522
360647,97.29054
360648,96.34323
360649,98.32185
360650,88.094
360651,106.083244
360652,127.079285
360653,103.25018
360654,69.86667
360655,106.38594
360656,104.02182
360657,108.57257
360658,69.818115
360659,92.90166
360660,93.89591
360661,98.19594
360662,112.55385
360663,81.71538
360664,115.32512
360665,134.37831
360666,114.43213
360667,114.29183
360668,114.22774
360669,110.53002
360670,114.674545
360671,107.66443
360672,100.28163
360673,99.32958
360674,89.45982
360675,97.80889
360676,117.6257
360677,111.3889
360678,94.70636
360679,100.67989
360680,86.00213
360681,95.31349
360682,98.81206
360683,108.86156
360684,98.5105
360685,70.3315
360686,116.82413
360687,99.47715
360688,106.5126
360689,123.77719
360690,106.586174
360691,123.63776
360692,110.818115
360693,96.55188
360694,91.7174
360695,93.50081
360696,104.03996
360697,110.7077
360698,92.2441
360699,138.6237
360700,93.08559
360701,96.23415
360702,105.81123
360703,109.15315
360704,66.004684
360705,97.47839
360706,91.18108
360707,93.50485
360708,96.014496
360709,98.672134
360710,110.57967
360711,92.71591
360712,99.942
360713,107.77426
360714,93.67715
360715,107.823044
360716,114.03254
360717,83.45863
360718,122.04411
360719,113.93791
360720,100.61343
360721,97.175255
360722,105.908875
360723,90.12941
360724,93.63446
360725,93.04796
360726,106.51591
360727,126.58731
360728,74.19806
360729,101.94432
360730,104.99989
360731,99.29632
360732,89.83862
360733,113.7347
360734,107.3389
360735,93.09973
360736,91.31573
360737,95.21305
360738,89.88134
360739,126.256065
360740,92.15229
360741,108.07518
360742,91.7006
360743,106.82699
360744,121.7181
360745,65.72416
360746,95.44167
360747,101.49755
360748,99.630585
360749,85.63759
360750,69.24149
360751,92.873474
360752,61.1782
360753,107.12336
360754,98.1091
360755,97.924126
360756,98.56412
360757,80.80795
360758,106.66873
360759,95.08249
360760,115.96353
360761,90.4375
360762,80.44106
360763,126.443825
360764,95.01756
360765,126.05067
360766,87.539406
360767,121.04482
360768,90.744835
360769,85.631744
360770,94.77593
360771,109.69246
360772,96.042534
360773,68.13463
360774,134.82379
360775,115.333954
360776,81.77204
360777,99.97415
360778,93.97781
360779,85.20935
360780,97.47606
360781,93.32896
360782,115.318634
360783,96.46715
360784,110.74735
360785,94.92813
360786,110.33783
360787,95.78088
360788,122.0659
360789,93.088104
360790,80.978485
360791,98.92268
360792,102.61247
360793,106.25421
360794,86.02144
360795,93.192764
360796,124.77493
360797,85.48436
360798,111.83759
360799,93.34413
360800,95.999084
360801,88.76509
360802,118.67677
360803,81.2939
360804,88.45686
360805,121.37575
360806,99.9482
360807,102.31201
360808,95.80803
360809,88.22662
360810,66.44847
360811,102.36373
360812,88.91031
360813,96.111664
360814,105.56816
360815,90.965866
360816,98.958336
360817,90.461555
360818,81.490524
360819,99.93044
360820,101.63336
360821,60.73227
360822,93.39427
360823,79.77251
360824,121.83125
360825,115.65256
360826,100.91283
360827,137.46803
360828,86.25156
360829,93.48967
360830,85.59276
360831,70.81645
360832,85.52975
360833,121.30005
360834,114.72279
360835,98.23952
360836,103.640594
360837,85.40477
360838,82.443504
360839,113.9574
360840,96.397095
360841,100.54362
360842,87.35896
360843,91.017006
360844,93.32635
360845,82.0891
360846,91.94751
360847,113.52191
360848,82.23122
360849,82.443344
360850,111.5347
360851,92.78348
360852,97.729965
360853,92.152054
360854,83.45587
360855,55.369675
360856,79.81522
360857,91.91531
360858,107.7407
360859,88.0495
360860,86.13634
360861,87.39134
360862,87.41397
360863,93.10791
360864,88.59001
360865,83.428925
360866,115.715324
360867,104.97502
360868,95.736
360869,80.26698
360870,116.457565
360871,116.166016
360872,95.63423
360873,83.86659
360874,105.70177
360875,96.14273
360876,98.65669
360877,99.49242
360878,72.34922
360879,93.82591
360880,67.05806
360881,92.76008
360882,109.031975
360883,91.20701
360884,117.00681
360885,90.26577
360886,110.11023
360887,75.091644
360888,102.52397
360889,94.326996
360890,81.31505
360891,104.50866
360892,91.202896
360893,94.59927
360894,93.44998
360895,112.876175
360896,67.539825
360897,130.83351
360898,144.20535
360899,100.34061
360900,103.85098
360901,61.84488
360902,97.70276
360903,98.237526
360904,91.22368
360905,114.99094
360906,88.032524
360907,81.07059
360908,76.3922
360909,108.315155
360910,120.439575
360911,66.443245
360912,87.58234
360913,95.51832
360914,110.642166
360915,68.19112
360916,96.5708
360917,92.58054
360918,91.66669
360919,125.340996
360920,87.51424
360921,91.36764
360922,118.33015
360923,98.544914
360924,103.74629
360925,93.53737
360926,115.90623
360927,103.30102
360928,99.64972
360929,106.52383
360930,70.127655
360931,92.881226
360932,121.791275
360933,113.75438
360934,120.007675
360935,102.446106
360936,85.06028
360937,89.32222
360938,102.126724
360939,87.6281
360940,97.88982
360941,103.26326
360942,105.34105
360943,91.484314
360944,85.39024
360945,79.35507
360946,92.16797
360947,87.31244
360948,97.78642
360949,87.61615
360950,80.931496
360951,90.631676
360952,91.855545
360953,92.2372
360954,84.557205
360955,88.24846
360956,80.011856
360957,78.66339
360958,97.58562
360959,87.72203
360960,115.022705
360961,99.732895
360962,99.18054
360963,91.437515
360964,99.23659
360965,98.74942
360966,120.484695
360967,94.4913
360968,121.8008
360969,86.92502
360970,108.10247
360971,92.86562
360972,87.07228
360973,92.88266
360974,82.12838
360975,122.6038
360976,91.8569
360977,95.74509
360978,100.140045
360979,57.650826
360980,74.18946
360981,86.98364
360982,118.042465
360983,120.570114
360984,122.83379
360985,95.0273
360986,115.92371
360987,83.56117
360988,92.07061
360989,94.678635
360990,96.73128
360991,108.798225
360992,90.87588
360993,71.94502
360994,80.33092
360995,88.80169
360996,91.02552
360997,70.92944
360998,103.99055
360999,121.87221
361000,122.39043
361001,83.9385
361002,77.22551
361003,114.171455
361004,84.332054
361005,119.46077
361006,93.726654
361007,89.85463
361008,121.875824
361009,97.90172
361010,91.076935
361011,106.14638
361012,114.32977
361013,88.675545
361014,95.71181
361015,79.86034
361016,117.71855
361017,95.3876
361018,87.96175
361019,102.66666
361020,107.23648
361021,96.53458
361022,89.01122
361023,95.09249
361024,95.468895
361025,96.6225
361026,115.3598
361027,89.17632
361028,88.59102
361029,138.49112
361030,100.682175
361031,120.21304
361032,89.86223
361033,100.60479
361034,103.224014
361035,106.53178
361036,86.32939
361037,117.45629
361038,97.2213
361039,89.6368
361040,82.88303
361041,80.55087
361042,94.10141
361043,90.059654
361044,103.86871
361045,105.568726
361046,82.3389
361047,89.037125
361048,126.93645
361049,77.60612
361050,95.45271
361051,97.65484
361052,91.61099
361053,85.216736
361054,94.03581
361055,92.57759
361056,61.92952
361057,110.62402
361058,104.029854
361059,95.752174
361060,93.27449
361061,94.923615
361062,93.87847
361063,126.345505
361064,110.45723
361065,105.57618
361066,98.42714
361067,85.23335
361068,99.98303
361069,106.55852
361070,84.370865
361071,150.13562
361072,100.971664
361073,114.65669
361074,119.31801
361075,141.165
361076,87.08606
361077,92.63907
361078,86.67867
361079,118.88292
361080,94.52125
361081,97.58475
361082,96.712395
361083,100.62544
361084,112.39592
361085,131.03964
361086,75.70291
361087,100.95993
361088,109.81964
361089,108.71286
361090,120.55858
361091,114.097
361092,101.05066
361093,95.12894
361094,94.99213
361095,93.204605
361096,73.970634
361097,115.72878
361098,123.54629
361099,87.74646
361100,78.74036
361101,88.649414
361102,97.906876
361103,102.96472
361104,81.869934
361105,95.504326
361106,74.83455
361107,86.90735
361108,93.556595
361109,82.272194
361110,92.49789
361111,125.84946
361112,95.627335
361113,87.41459
361114,81.07385
361115,96.22594
361116,89.81482
361117,92.928535
361118,97.46099
361119,76.16387
361120,88.64696
361121,107.07823
361122,116.35907
361123,120.97
361124,110.32853
361125,99.82851
361126,108.3766
361127,141.74483
361128,96.44103
361129,108.001595
361130,95.82889
361131,100.954834
361132,102.54709
361133,116.07579
361134,110.77725
361135,103.46959
361136,95.05056
361137,86.8452
361138,93.56685
361139,113.48281
361140,96.79103
361141,118.202835
361142,127.90048
361143,97.86349
361144,120.36632
361145,123.16562
361146,90.46512
361147,68.85156
361148,135.37413
361149,95.878075
361150,101.401764
361151,115.24315
361152,106.31355
361153,105.02106
361154,90.57608
361155,103.58645
361156,64.3164
361157,105.334915
361158,99.922134
361159,107.3704
361160,101.05219
361161,55.748276
361162,111.26193
361163,95.06593
361164,97.99963
361165,99.8701
361166,99.28068
361167,106.82335
361168,92.09778
361169,99.97302
361170,84.80552
361171,98.078415
361172,127.8593
361173,107.20508
361174,118.397934
361175,91.198456
361176,102.66333
361177,119.05165
361178,116.69731
361179,131.86946
361180,108.538055
361181,118.61675
361182,82.91721
361183,76.62692
361184,99.11827
361185,118.25868
361186,134.40881
361187,73.14266
361188,98.68147
361189,97.71635
361190,117.21222
361191,113.617966
361192,68.93289
361193,120.19241
361194,79.36815
361195,90.83032
361196,113.59141
361197,92.92023
361198,66.820984
361199,91.65112
361200,95.42474
361201,105.58208
361202,107.53576
361203,116.85773
361204,89.06169
361205,78.30574
361206,91.87128
361207,92.90202
361208,74.05476
361209,74.57842
361210,117.28682
361211,89.96486
361212,100.57295
361213,85.92213
361214,114.487915
361215,86.45615
361216,93.6845
361217,106.12132
361218,119.98493
361219,98.04283
361220,90.99542
361221,108.24198
361222,108.140884
361223,103.44298
361224,74.96
361225,75.29098
361226,90.56007
361227,78.56479
361228,93.99243
361229,98.91939
361230,93.579185
361231,103.7706
361232,94.76497
361233,77.04182
361234,108.8551
361235,114.733765
361236,92.95079
361237,99.02333
361238,111.52713
361239,89.81099
361240,90.63174
361241,93.31057
361242,110.609924
361243,102.53165
361244,148.05142
361245,101.2337
361246,108.48835
361247,64.866066
361248,101.94363
361249,101.307144
361250,89.26412
361251,113.6562
361252,129.5153
361253,102.125206
361254,103.614944
361255,88.02075
361256,90.826614
361257,80.031715
361258,106.609764
361259,83.09535
361260,89.91394
361261,109.06475
361262,100.71005
361263,92.04776
361264,103.68304
361265,112.87149
361266,98.030464
361267,93.35304
361268,117.256195
361269,96.01818
361270,108.54593
361271,94.997055
361272,86.60549
361273,74.38821
361274,80.57857
361275,87.53129
361276,119.21667
361277,85.24144
361278,106.21075
361279,85.10213
361280,104.22598
361281,103.35638
361282,94.5437
361283,85.22017
361284,77.437
361285,100.70078
361286,90.31907
361287,87.57048
361288,74.99129
361289,92.851395
361290,77.757385
361291,103.65904
361292,87.93548
361293,119.28756
361294,90.15854
361295,79.04561
361296,90.75627
361297,86.10446
361298,97.9516
361299,140.14345
361300,93.652885
361301,101.47804
361302,80.41122
361303,89.552635
361304,81.591415
361305,103.94853
361306,107.07535
361307,101.05853
361308,107.767426
361309,133.24812
361310,116.59946
361311,113.32818
361312,91.51768
361313,86.20395
361314,88.64749
361315,103.05316
361316,111.59622
361317,92.8353
361318,104.38218
361319,65.10176
361320,72.68103
361321,95.90086
361322,108.04878
361323,91.180145
361324,114.81037
361325,96.206696
361326,90.38117
361327,94.36094
361328,102.5793
361329,66.50825
361330,98.9397
361331,86.62547
361332,91.79085
361333,91.55791
361334,78.11992
361335,105.358444
361336,110.36299
361337,92.355255
361338,95.95916
361339,107.158005
361340,92.536995
361341,98.52967
361342,100.1165
361343,130.6786
361344,110.11154
361345,100.35048
361346,90.583084
361347,122.35474
361348,98.61047
361349,67.03224
361350,131.62422
361351,98.24252
361352,92.76564
361353,71.98362
361354,102.390305
361355,92.69237
361356,101.58444
361357,101.043655
361358,87.50038
361359,115.801636
361360,91.370186
361361,125.77968
361362,88.416084
361363,98.60617
361364,83.88225
361365,95.141945
361366,54.002724
361367,83.34471
361368,108.614815
361369,91.746765
361370,94.95126
361371,72.48642
361372,91.38927
361373,102.87519
361374,96.83856
361375,102.28145
361376,103.39075
361377,90.21915
361378,99.84239
361379,114.86234
361380,93.755394
361381,111.96152
361382,97.88301
361383,118.78748
361384,105.456055
361385,91.33627
361386,103.73317
361387,130.60855
361388,113.99393
361389,76.92569
361390,125.29594
361391,65.416275
361392,114.031494
361393,88.999
361394,115.874115
361395,116.890594
361396,114.101654
361397,92.43692
361398,114.200516
361399,115.73716
361400,72.63559
361401,115.52255
361402,107.6017
361403,89.56374
361404,112.44748
361405,102.8925
361406,88.19857
361407,80.52925
361408,114.95039
361409,99.318344
361410,94.50092
361411,108.49321
361412,83.55879
361413,92.391785
361414,116.89618
361415,106.39253
361416,103.48326
361417,96.49656
361418,93.66457
361419,96.36336
361420,92.40605
361421,94.50656
361422,93.1376
361423,80.599014
361424,92.46017
361425,91.06442
361426,91.97225
361427,73.84206
361428,77.203804
361429,74.45705
361430,89.2263
361431,126.39406
361432,87.87847
361433,113.408356
361434,88.74771
361435,97.69057
361436,102.49746
361437,80.11653
361438,109.61339
361439,105.19207
361440,124.505356
361441,101.55781
361442,118.00787
361443,111.90133
361444,86.6474
361445,95.94811
361446,87.05711
361447,89.26162
361448,85.937485
361449,90.31221
361450,100.73587
361451,103.228676
361452,107.730865
361453,109.38486
361454,112.95832
361455,98.30703
361456,106.54643
361457,97.04707
361458,82.23145
361459,122.21678
361460,91.65527
361461,90.92945
361462,100.59161
361463,96.72546
361464,91.31657
361465,99.38026
361466,89.01897
361467,89.38208
361468,91.69629
361469,92.83079
361470,96.96273
361471,120.772575
361472,104.289856
361473,104.56439
361474,123.52646
361475,113.233734
361476,94.717545
361477,98.24051
361478,81.089355
361479,102.51238
361480,69.4057
361481,91.911285
361482,92.17449
361483,91.47436
361484,92.02893
361485,81.06775
361486,65.35326
361487,110.79443
361488,76.916046
361489,122.2025
361490,57.354324
361491,88.27431
361492,94.00006
361493,117.77908
361494,109.69246
361495,75.8233
361496,103.48629
361497,93.33418
361498,98.123886
361499,77.50127
361500,108.86336
361501,110.499344
361502,104.77988
361503,100.6913
361504,86.15271
361505,86.739944
361506,89.40818
361507,100.06861
361508,116.3902
361509,99.85524
361510,95.34544
361511,68.648865
361512,101.5256
361513,109.321915
361514,106.117386
361515,104.06825
361516,84.80597
361517,85.793655
361518,110.57768
361519,115.66149
361520,110.57199
361521,68.821106
361522,113.62087
361523,117.00639
361524,96.438614
361525,102.33778
361526,95.11374
361527,131.85826
361528,101.187836
361529,86.690506
361530,136.15315
361531,99.33057
361532,92.21121
361533,103.346924
361534,122.180504
361535,103.3565
361536,61.19638
361537,90.63408
361538,109.81799
361539,118.00724
361540,90.577896
361541,104.67221
361542,115.78514
361543,124.88818
361544,112.71001
361545,84.4111
361546,108.16307
361547,114.51868
361548,101.369675
361549,94.764275
361550,98.550964
361551,84.15764
361552,107.805695
361553,66.76561
361554,81.38758
361555,113.64697
361556,96.50989
361557,79.57097
361558,90.98985
361559,100.67195
361560,85.079636
361561,98.55195
361562,93.30387
361563,64.626686
361564,86.75176
361565,94.76543
361566,114.78747
361567,87.51444
361568,103.6142
361569,116.104965
361570,85.74861
361571,96.091125
361572,117.42078
361573,75.63063
361574,96.15202
361575,105.03047
361576,97.340805
361577,105.586136
361578,99.575424
361579,113.52028
361580,99.34451
361581,86.8483
361582,110.50083
361583,109.44516
361584,105.40189
361585,91.03688
361586,92.874214
361587,95.765785
361588,69.46358
361589,93.43799
361590,89.4636
361591,87.21722
361592,82.380554
361593,68.67361
361594,104.18625
361595,89.50302
361596,71.3571
361597,90.75638
361598,134.68408
361599,93.58057
361600,104.37057
361601,98.42174
361602,125.980545
361603,110.87527
361604,100.16818
361605,96.66266
361606,109.92924
361607,94.327286
361608,105.29862
361609,102.8306
361610,106.10338
361611,85.56601
361612,114.03873
361613,98.48823
361614,116.338
361615,111.698044
361616,96.69445
361617,128.80917
361618,119.58735
361619,117.36633
361620,66.02067
361621,87.30281
361622,124.5708
361623,79.7626
361624,92.26363
361625,99.90059
361626,96.88609
361627,97.92348
361628,86.36016
361629,87.97463
361630,95.54883
361631,101.08541
361632,84.4411
361633,97.094666
361634,138.04799
361635,107.44312
361636,72.34985
361637,88.00317
361638,109.88884
361639,94.25395
361640,106.5908
361641,98.9212
361642,93.28047
361643,65.91475
361644,63.35579
361645,83.384315
361646,99.96032
361647,108.2433
361648,89.983
361649,102.41584
361650,90.63744
361651,103.45158
361652,118.79326
361653,114.17119
361654,108.215546
361655,120.63486
361656,97.38632
361657,103.23625
361658,99.397316
361659,125.150764
361660,105.49857
361661,93.72702
361662,85.62991
361663,112.32936
361664,93.021484
361665,97.70868
361666,66.51608
361667,94.961334
361668,106.290474
361669,91.69001
361670,58.85224
361671,90.81842
361672,107.04648
361673,79.320496
361674,85.50001
361675,93.95895
361676,111.74466
361677,110.3143
361678,100.92179
361679,109.72003
361680,84.71164
361681,91.59661
361682,111.517654
361683,96.6897
361684,92.9077
361685,109.716064
361686,100.30484
361687,107.63666
361688,94.76511
361689,95.49579
361690,91.54915
361691,95.58386
361692,99.92027
361693,98.726715
361694,104.83838
361695,124.55023
361696,111.20134
361697,71.05469
361698,91.06734
361699,84.69327
361700,104.44896
361701,88.91492
361702,111.544365
361703,107.24421
361704,92.5239
361705,96.39422
361706,78.56349
361707,124.75686
361708,129.42987
361709,109.171005
361710,96.84186
361711,116.58063
361712,102.106384
361713,80.89507
361714,102.81927
361715,68.7267
361716,88.47876
361717,78.82947
361718,76.39702
361719,89.386246
361720,102.759
361721,87.15285
361722,68.44913
361723,123.1878
361724,91.09631
361725,106.72604
361726,83.48184
361727,84.24231
361728,102.80949
361729,67.592316
361730,101.75676
361731,83.9129
361732,91.55211
361733,94.92615
361734,92.414505
361735,76.95003
361736,76.61809
361737,111.081894
361738,94.39567
361739,93.09957
361740,80.201935
361741,114.867355
361742,101.46941
361743,92.67862
361744,92.661224
361745,88.37352
361746,86.57637
361747,83.547554
361748,110.845
361749,95.77823
361750,90.81508
361751,87.40833
361752,93.98509
361753,83.03388
361754,67.44171
361755,97.298775
361756,88.476395
361757,90.90734
361758,92.402695
361759,87.34009
361760,99.501724
361761,109.501236
361762,93.333374
361763,117.93631
361764,94.81952
361765,81.77228
361766,110.79553
361767,91.944016
361768,90.500305
361769,106.51117
361770,96.43761
361771,81.13397
361772,95.77988
361773,104.07239
361774,96.89467
361775,104.64723
361776,77.671684
361777,89.51303
361778,80.20198
361779,99.73479
361780,92.89122
361781,141.54509
361782,82.00469
361783,90.01836
361784,99.73583
361785,72.12272
361786,94.46992
361787,97.95089
361788,90.04551
361789,100.23056
361790,92.563995
361791,92.98425
361792,108.144775
361793,56.83062
361794,114.97923
361795,80.85589
361796,94.19797
361797,88.756294
361798,96.2537
361799,101.3689
361800,104.61645
361801,108.5111
361802,100.290146
361803,134.6091
361804,99.6599
361805,141.23116
361806,97.70464
361807,114.14595
361808,108.326904
361809,94.46552
361810,110.63183
361811,111.33306
361812,88.516396
361813,109.083084
361814,100.99988
361815,114.0591
361816,97.446945
361817,98.80998
361818,114.34563
361819,109.18401
361820,87.82802
361821,112.63262
361822,91.48108
361823,84.41177
361824,97.53055
361825,92.08262
361826,89.93829
361827,92.064545
361828,108.60155
361829,86.45405
361830,108.13754
361831,82.73961
361832,70.87569
361833,121.00094
361834,108.13729
361835,110.149635
361836,91.224945
361837,82.32863
361838,106.81859
361839,70.4513
361840,92.89232
361841,90.42438
361842,104.51863
361843,90.30238
361844,87.3295
361845,69.59763
361846,116.26003
361847,109.13603
361848,107.19789
361849,88.52357
361850,84.65117
361851,73.56024
361852,68.20203
361853,91.4478
361854,90.742
361855,66.25198
361856,109.49301
361857,98.70245
361858,59.805634
361859,129.6436
361860,82.44831
361861,64.30101
361862,93.449585
361863,68.430466
361864,83.14318
361865,88.44855
361866,101.93021
361867,103.47624
361868,92.985245
361869,99.59157
361870,112.501205
361871,99.75774
361872,78.68044
361873,70.75772
361874,99.2638
361875,97.169846
361876,96.651184
361877,128.11478
361878,102.355774
361879,94.09973
361880,55.51941
361881,119.45636
361882,94.65584
361883,119.27024
361884,54.16443
361885,74.11534
361886,108.264404
361887,85.071884
361888,105.74602
361889,65.00305
361890,104.168365
361891,88.64362
361892,83.09486
361893,87.77807
361894,84.48175
361895,103.14995
361896,108.02835
361897,95.02004
361898,109.03844
361899,116.642685
361900,112.36487
361901,97.066246
361902,114.509766
361903,104.256134
361904,92.13762
361905,125.04295
361906,105.0748
361907,103.30484
361908,86.70963
361909,94.467705
361910,120.90988
361911,114.93565
361912,98.59809
361913,116.82808
361914,87.19748
361915,97.00127
361916,95.24963
361917,114.85478
361918,90.62034
361919,80.38285
361920,91.20289
361921,111.055405
361922,67.853386
361923,72.56288
361924,94.556404
361925,93.36116
361926,94.97963
361927,76.28534
361928,99.98897
361929,104.53909
361930,113.07773
361931,93.62291
361932,105.00619
361933,122.083786
361934,98.03609
361935,118.285545
361936,90.097984
361937,76.65332
361938,118.16467
361939,88.53502
361940,88.982796
361941,121.93044
361942,115.397064
361943,107.885864
361944,57.23545
361945,99.05695
361946,100.02045
361947,87.6259
361948,94.09927
361949,118.47653
361950,108.36897
361951,102.76811
361952,92.203545
361953,107.8699
361954,91.85635
361955,73.79085
361956,96.81566
361957,97.53664
361958,92.76747
361959,98.000946
361960,89.52927
361961,96.19232
361962,99.70312
361963,94.43892
361964,120.99432
361965,111.70253
361966,106.637146
361967,90.09261
361968,118.140045
361969,106.33394
361970,98.56854
361971,107.99718
361972,103.86241
361973,99.965065
361974,85.738075
361975,110.30789
361976,100.13602
361977,141.96577
361978,109.45999
361979,87.29109
361980,91.276505
361981,97.9283
361982,120.851746
361983,101.966
361984,97.32762
361985,79.469986
361986,73.27794
361987,140.77502
361988,114.26668
361989,77.94033
361990,108.4078
361991,91.73566
361992,97.41655
361993,97.18991
361994,93.02474
361995,101.69528
361996,100.18797
361997,86.47427
361998,95.942986
361999,96.962906
362000,78.00708
362001,92.452545
362002,118.76694
362003,121.93664
362004,84.93329
362005,116.79716
362006,92.73889
362007,119.4797
362008,104.05112
362009,131.2054
362010,94.854904
362011,74.966125
362012,112.55684
362013,105.644684
362014,94.16582
362015,95.04154
362016,113.51634
362017,101.22592
362018,111.9543
362019,111.51112
362020,96.28807
362021,86.86014
362022,106.87702
362023,116.33044
362024,80.146126
362025,104.81354
362026,86.562836
362027,106.79414
362028,87.97184
362029,83.363754
362030,108.902435
362031,88.300255
362032,90.39931
362033,77.43054
362034,132.37811
362035,96.49392
362036,107.310135
362037,105.93271
362038,94.5793
362039,128.66183
362040,85.81817
362041,105.72109
362042,91.05821
362043,115.71304
362044,99.90044
362045,95.15219
362046,68.409485
362047,95.46727
362048,121.34816
362049,82.26354
362050,91.39696
362051,99.899445
362052,90.21649
362053,98.53523
362054,114.45882
362055,113.34007
362056,92.34916
362057,103.2429
362058,94.6513
362059,90.66066
362060,100.38079
362061,93.0764
362062,102.87004
362063,115.94658
362064,98.03351
362065,97.82417
362066,73.8715
362067,88.21391
362068,126.39183
362069,56.880928
362070,94.741974
362071,112.299255
362072,101.505775
362073,78.85159
362074,91.53914
362075,71.11014
362076,129.36075
362077,89.48456
362078,122.08231
362079,97.944405
362080,97.40233
362081,99.28615
362082,90.950424
362083,121.68878
362084,102.95003
362085,96.60782
362086,107.78821
