MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,-0.029100672512653934,0.04694185207359871,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.9247292642131336,-0.5494721326373805,-0.27682894966410504,-1.0237898676350108,Hip,CompShg,HdBoard,HdBoard,None,-0.5963814205646419,TA,TA,CBlock,TA,TA,No,Rec,0.9581451045170728,Unf,-0.2952966955605355,-1.020537114979964,-0.14139583541199444,GasA,Ex,Y,SBrkr,-0.3545296689234907,-0.8111000314380227,-0.10342778833415932,-0.959135009428794,1.0851394594887975,-0.2497847528540359,-1.0546305030572005,-0.8016347549624865,0.1748173170921328,-0.17295267788621654,TA,-0.9788817520664297,Typ,-1.0044623487157354,None,Detchd,-0.5544542019828392,Unf,-1.3791450297688244,-0.6320397628030777,TA,TA,Y,-0.7782432256877173,-0.7331350629452272,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,None,-0.08428211295110108,-1.6042316959618819,0.1458735117383939,WD,Normal,129500
60,RL,0.6483460196093055,0.11708421072808399,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.0926903470132365,-0.5494721326373805,1.0765235110564575,0.9979982030504737,Hip,CompShg,WdShing,Wd Shng,Stone,0.9496986579833923,Ex,TA,PConc,Ex,TA,No,GLQ,1.1584449652135076,Unf,-0.2952966955605355,-0.9227119364586533,0.19100648366056508,GasA,Ex,Y,SBrkr,0.011326037583458598,1.7825451108112982,-0.10342778833415932,1.5091867582860894,1.0851394594887975,-0.2497847528540359,2.59455370546463,-0.8016347549624865,1.460632119310771,-0.17295267788621654,Ex,2.8090669923937943,Typ,2.0893736269624794,Gd,BuiltIn,1.060816304740612,Fin,1.7805642639653672,1.256160746033982,TA,TA,Y,0.37536486176310424,-0.4128346566079403,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,None,-0.08428211295110108,0.24574762443281756,-1.3586915978395944,New,Partial,345000
20,RL,-0.026844397101756186,0.21822871685416495,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.9247292642131336,0.37849460579413086,-0.37833038421814724,-1.1717255801241926,Hip,CompShg,HdBoard,Plywood,None,-0.5963814205646419,TA,TA,CBlock,TA,TA,No,ALQ,0.5902029691073172,Unf,-0.2952966955605355,-0.9272619447619701,-0.45656247868079164,GasA,TA,Y,SBrkr,-0.6843150945072196,-0.8111000314380227,-0.10342778833415932,-1.205198238609094,1.0851394594887975,-0.2497847528540359,-1.0546305030572005,-0.8016347549624865,-1.1109974851265054,-0.17295267788621654,TA,-1.6102065428098002,Typ,-1.0044623487157354,None,Detchd,-0.6755994899870981,Unf,-1.3791450297688244,-0.8036943545155377,TA,TA,Y,0.32043114331306516,-0.7331350629452272,-0.34978332163674103,-0.11832947984692807,2.758955670989521,-0.07155586913049995,None,None,None,-0.08428211295110108,0.9857393525906973,0.1458735117383939,WD,Normal,144000
20,RL,0.9193246964580893,-0.006149325471508929,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.5839805414000515,-0.5494721326373805,1.1103573225744716,1.0473101072135342,Gable,CompShg,VinylSd,VinylSd,Stone,1.0578161459937443,Gd,TA,PConc,Gd,TA,Av,Unf,-1.0143730888630373,Unf,-0.2952966955605355,2.0734685312754437,0.9764608524320205,GasA,Ex,Y,SBrkr,0.8151780124437978,-0.8111000314380227,-0.10342778833415932,-0.08637949342991784,-0.8545653379506731,-0.2497847528540359,0.7699616012037147,-0.8016347549624865,0.1748173170921328,-0.17295267788621654,Gd,0.2837678294203116,Typ,0.5424556391233719,Gd,Attchd,1.1011980674086985,RFn,1.7805642639653672,1.8140381690994771,TA,TA,Y,0.4773846245988912,-0.22980585298663342,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,None,-0.08428211295110108,0.6157434885117574,-0.6064090430506002,New,Partial,279500
20,RL,-0.026844397101756186,0.01981497303595247,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.17037436140654103,-0.5494721326373805,-0.4459980072541754,-1.2703493884503139,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.5496639523450897,TA,TA,CBlock,TA,TA,No,BLQ,0.58149427951182,Unf,-0.2952966955605355,-0.1423855124398262,0.3830611569024884,GasA,TA,Y,SBrkr,0.19425389083693326,-0.8111000314380227,-0.10342778833415932,-0.5496704171209512,1.0851394594887975,-0.2497847528540359,-1.0546305030572005,1.1818218262498423,-1.1109974851265054,-0.17295267788621654,TA,-0.9788817520664297,Typ,0.5424556391233719,Fa,Attchd,-0.7563630153232707,RFn,-1.3791450297688244,-0.8036943545155377,TA,TA,Y,-0.7782432256877173,2.515626201332969,2.5423415522754227,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,GdWo,None,-0.08428211295110108,-0.4942441037250623,0.1458735117383939,WD,Normal,157000
45,RM,-0.8871998158671359,-0.44521723903798305,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,0.5839805414000515,2.2344280826571534,-1.4948461643126114,0.7514386822351707,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5963814205646419,TA,TA,BrkTil,TA,TA,No,Unf,-1.0143730888630373,Unf,-0.2952966955605355,0.5674157828775909,-0.6535416307237899,GasA,Ex,Y,FuseA,-0.8337491154748469,-0.8111000314380227,-0.10342778833415932,-1.3166956393314173,-0.8545653379506731,-0.2497847528540359,-1.0546305030572005,-0.8016347549624865,-1.1109974851265054,-0.17295267788621654,TA,-0.9788817520664297,Typ,-1.0044623487157354,None,Detchd,0.49547162738740413,Unf,0.20070961709827145,0.39788778747168224,TA,TA,Y,-0.4015548706017347,0.9751337708536365,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,GdPrv,None,-0.08428211295110108,0.24574762443281756,-0.6064090430506002,WD,Normal,132000
20,RL,-0.026844397101756186,0.05091400221839691,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.17037436140654103,1.306461344225642,-0.10765989207403472,-0.7772303468197079,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.37667597152852644,TA,TA,CBlock,TA,TA,No,ALQ,0.24403255768630444,Unf,-0.2952966955605355,-0.35623590269571465,-0.23003645383134363,GasA,Ex,Y,SBrkr,-0.44728181986891447,-0.8111000314380227,-0.10342778833415932,-1.0283402926357534,1.0851394594887975,-0.2497847528540359,-1.0546305030572005,-0.8016347549624865,-1.1109974851265054,-0.17295267788621654,TA,-0.9788817520664297,Typ,0.5424556391233719,TA,Attchd,-0.3525453886424078,Fin,0.20070961709827145,-0.11707598766569773,TA,TA,Y,-0.7782432256877173,-0.7331350629452272,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,Shed,1.2981182564961422,-1.234235831882942,1.6504386213163822,WD,Normal,149000
20,RL,-0.20975312374517646,0.28866172064119644,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,-0.9247292642131336,-0.5494721326373805,1.0426896995384436,0.8993743947243525,Gable,CompShg,VinylSd,VinylSd,None,-0.5963814205646419,TA,TA,PConc,TA,TA,No,GLQ,0.39208028080975643,Unf,-0.2952966955605355,-0.26068572832606235,0.04080988022777892,GasA,Ex,Y,SBrkr,-0.1638724697578974,-0.8111000314380227,-0.10342778833415932,-0.8168797050589331,1.0851394594887975,-0.2497847528540359,-1.0546305030572005,1.1818218262498423,0.1748173170921328,-0.17295267788621654,Gd,-0.3475569613230591,Typ,-1.0044623487157354,None,Detchd,1.0204345420725258,Unf,0.20070961709827145,0.39788778747168224,TA,TA,Y,-0.7782432256877173,0.8226097678358808,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,None,-0.08428211295110108,-0.12424823964612235,0.1458735117383939,WD,Normal,159000
20,RL,-0.029100672512653934,-0.3057075754158024,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.9247292642131336,0.37849460579413086,-0.5136656302902035,-1.0237898676350108,Hip,CompShg,BrkFace,Plywood,None,-0.5963814205646419,TA,TA,CBlock,TA,TA,No,LwQ,0.0829218001696067,Unf,-0.2952966955605355,-0.13101049168153425,-0.1684804688179067,GasA,TA,Y,SBrkr,0.4158284736510011,-0.8111000314380227,-0.10342778833415932,-0.38434668501543723,-0.8545653379506731,-0.2497847528540359,-1.0546305030572005,-0.8016347549624865,0.1748173170921328,-0.17295267788621654,TA,-0.3475569613230591,Min1,-1.0044623487157354,None,Attchd,-0.8371265406594433,Unf,-1.3791450297688244,-1.1148183019943714,TA,TA,Y,-0.7782432256877173,-0.7331350629452272,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,MnPrv,None,-0.08428211295110108,-0.4942441037250623,0.898156066527388,COD,Abnorml,139000
60,RL,1.3709558245393956,0.33904021028253944,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.338335444206644,-0.5494721326373805,1.0765235110564575,0.9979982030504737,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.457850851632047,Gd,TA,PConc,Ex,TA,Av,Unf,-1.0143730888630373,Unf,-0.2952966955605355,1.3090671363182254,0.14914841385142796,GasA,Ex,Y,SBrkr,-0.05050872971349058,1.9551519679137048,-0.10342778833415932,1.6091499451405862,-0.8545653379506731,-0.2497847528540359,2.59455370546463,1.1818218262498423,1.460632119310771,-0.17295267788621654,Gd,1.5464174109070528,Typ,0.5424556391233719,Gd,BuiltIn,1.060816304740612,RFn,1.7805642639653672,1.883772846982664,TA,TA,Y,1.1051985497421954,1.6157345835282104,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,None,-0.08428211295110108,1.7257310807485773,-1.3586915978395944,New,Partial,325300
45,RM,-0.6162211390183522,-0.31646144532001214,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,0.5839805414000515,1.306461344225642,-1.4610123527945973,-1.7634684300809198,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5963814205646419,TA,TA,PConc,TA,TA,No,Unf,-1.0143730888630373,Unf,-0.2952966955605355,0.12378997330420523,-1.133678313828598,GasA,Ex,Y,FuseF,-0.1793311615821347,-0.8111000314380227,-0.10342778833415932,-0.8284139189267598,-0.8545653379506731,-0.2497847528540359,-1.0546305030572005,-0.8016347549624865,0.1748173170921328,-0.17295267788621654,Gd,-0.3475569613230591,Typ,0.5424556391233719,Gd,Attchd,-1.967815895365859,Unf,-1.3791450297688244,-1.1899171858685726,TA,TA,N,-0.7782432256877173,-0.7331350629452272,3.0188848553632224,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,GdPrv,None,-0.08428211295110108,-0.12424823964612235,-0.6064090430506002,WD,Normal,139400
20,RL,0.19671489152799923,-0.0943116823438592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.338335444206644,-0.5494721326373805,0.9750220765024153,0.8007505863982314,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.9226692859808042,Gd,TA,PConc,Gd,TA,No,Unf,-1.0143730888630373,Unf,-0.2952966955605355,2.7172947061947674,1.6732746027841268,GasA,Ex,Y,SBrkr,1.5906890522930355,-0.8111000314380227,-0.10342778833415932,0.49225356893938116,-0.8545653379506731,-0.2497847528540359,0.7699616012037147,-0.8016347549624865,0.1748173170921328,-0.17295267788621654,Gd,0.2837678294203116,Typ,0.5424556391233719,Gd,Attchd,0.9396710167363533,RFn,0.20070961709827145,0.1725911358490785,TA,TA,Y,0.5637090393060955,1.6919965850370882,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,None,-0.08428211295110108,0.9857393525906973,0.1458735117383939,WD,Normal,230000
120,RM,-1.2033416055240502,-0.6289049628071876,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,-0.9247292642131336,1.306461344225642,0.09534297703404968,-0.48135892184134427,Gable,CompShg,CemntBd,CmentBd,None,-0.5963814205646419,TA,TA,PConc,Gd,TA,No,GLQ,0.8144517261913694,Unf,-0.2952966955605355,-0.8703868409705103,-0.14139583541199444,GasA,TA,Y,SBrkr,-0.30300069617603304,-0.8111000314380227,-0.10342778833415932,-0.9206876298693721,1.0851394594887975,-0.2497847528540359,-1.0546305030572005,-0.8016347549624865,0.1748173170921328,-0.17295267788621654,TA,-0.3475569613230591,Typ,0.5424556391233719,TA,Attchd,-0.1102548126338901,Unf,0.20070961709827145,0.3764309635076247,TA,TA,Y,0.006524180741413015,0.9446289702500853,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,None,-0.08428211295110108,-0.12424823964612235,-0.6064090430506002,WD,Normal,129900
20,RL,-0.026844397101756186,-0.23924672177356912,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.9247292642131336,2.2344280826571534,-0.17532751511006284,0.7514386822351707,Gable,CompShg,Plywood,Plywood,None,-0.5963814205646419,TA,Gd,CBlock,TA,TA,Mn,Rec,-0.6050646778746701,ALQ,3.73649373912761,-0.8612868243638768,-0.09215104740124488,GasA,Ex,Y,SBrkr,-0.30300069617603304,-0.8111000314380227,-0.10342778833415932,-0.9206876298693721,1.0851394594887975,-0.2497847528540359,-1.0546305030572005,-0.8016347549624865,0.1748173170921328,-0.17295267788621654,Gd,-0.3475569613230591,Typ,0.5424556391233719,TA,Attchd,-0.4333089139785804,Unf,-1.3791450297688244,-1.2435592457787163,TA,TA,Y,2.407912444414552,0.639580964214574,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,MnPrv,None,-0.08428211295110108,-0.4942441037250623,1.6504386213163822,WD,Normal,154000
20,RL,1.7774238398125712,0.3404934359452705,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.338335444206644,-0.5494721326373805,1.1441911340924857,1.0473101072135342,Gable,CompShg,VinylSd,VinylSd,Stone,2.8633781957666233,Gd,TA,PConc,Gd,TA,No,Unf,-1.0143730888630373,Unf,-0.2952966955605355,2.237268830194848,1.1537420892707189,GasA,Ex,Y,SBrkr,1.0882815680053235,-0.8111000314380227,-0.10342778833415932,0.11739161823501801,-0.8545653379506731,-0.2497847528540359,0.7699616012037147,-0.8016347549624865,0.1748173170921328,-0.17295267788621654,Gd,0.2837678294203116,Typ,0.5424556391233719,Gd,Attchd,1.1415798300767848,RFn,1.7805642639653672,2.082248468650196,TA,TA,Y,-0.7782432256877173,0.12099935395420465,-0.34978332163674103,-0.11832947984692807,-0.2822926952095027,-0.07155586913049995,None,None,None,-0.08428211295110108,0.24574762443281756,0.898156066527388,WD,Normal,256300
